	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
3459	3409608	3409608:9	When all threads are done, the file writer is completed and any open streams are closed.	o	['Usability']					92	46
208	12399462	12399462:16	This should work:- CODESNIPPET_JAVA1 .	p	['Community']					40	233
1141	49473	49473:9	It really does not matter if the API/Code is thread safe.	p	['Others']					59	125
3242	1688099	1688099:45	A small price to pay (ugly json) for true serialization.	p	['Usability']					58	52
3031	338586	338586:20	A lot has changed since this question was asked 5 years ago.	o	['Security']					62	58
1756	5802639	5802639:7	Now the question, which actually are two questions: A) CODETERM2 gives me error on Eclipse, and advises me to add a cast, but this doesn't solve the error.	n	['Others']					157	97
816	2356137	2356137:54	I am assuming there is a fudge factor anyway.	n	['OnlySentiment']					47	145
3852	5620985	5620985:68	I'm curious.	o	['Usability']					14	34
1003	326390	326390:151	It should be considered that this approach is suitable for multi-byte character encodings like UTF-8.	n	['Others']					103	133
4507	309424	309424:215	First ,you have to know the encoding of string that you want to convert.Because the java.io.InputStream operates an underlying array of bytes,however,a string is composed by a array of character that needs an encoding, e,g.	o	[u'Usability']					225	4
2448	7358775	7358775:137	First time I heard about it.	o	['Others']	User-author	plan to use			30	74
1483	628416	628416:10	It is build to tackle security issues in Java SE not Java EE.	n	['Others']					63	108
400	922779	922779:73	Run a proxy client on the debugging workstation that also encrypts/decrypts the input.	o	['Documentation']					88	191
2348	7358775	7358775:37	 URL_http://en.wikipedia.org/wiki/Apache_Pivot [Apache-Pivot] It renders UI using Java2D, thus minimizing the impact of (IMO, bloated) legacies of Swing and AWT.	o	['Others']					163	78
1025	326390	326390:173	) which could provide a more reliable value.	o	['Others']					46	131
1519	268129	268129:1	What's the best way to share business object instances between Java web apps using JBoss and Spring?	o	['Others']					102	106
2366	7358775	7358775:55	+1 for _Why doesn't java (which is the most widely used programming language in the world)_.	o	['Others']					94	77
3926	462566	462566:2	I have some questions about logging, more specifically about setting it up and making sure it works.	o	['Usability']					102	32
4118	1802915	1802915:3	I did check the other questions; this question has its focus on solving this particular question the most efficient way.	p	['Usability']					122	24
1472	4991084	4991084:64	So as a conclusion, on the ease of use and learning curve aspects, Shiro is really quite likeable, and I think I will probably go with it in the future, unless I encounter some features lacking or some other problem (which I haven't so far).	p	['Others']					243	108
1071	1522143	1522143:28	JCA is just an API, it doesn't define ciphers.	o	['Others']					48	128
4056	354837	354837:44	The answer, in short, is it is deeply broken.	n	['Usability']					47	27
2954	507391	507391:38	Sorry, I should have said hardly scalable.For example, MQ creates 3 threads per subscriber.	n	['Security', 'Performance']					93	60
778	2356137	2356137:16	Just loop through the file, write every line immediately to other file as you read in, count the lines and if it reaches 100, then switch to next file, etcetera.	o	['OnlySentiment']					163	148
3111	338586	338586:100	The idea behind JSON is that I should just be able to shuffle data around, I don't have to care about date formats, timezones and all that crap.	p	['Usability', 'Legal']					146	56
2535	7358775	7358775:224	It is an entirely new framework.	o	['Others']					34	72
1207	992019	992019:55	Then initialize the cipher with the derived key and stored IV, and decrypt the content.	o	['Others']					89	121
4162	1802915	1802915:47	From the CODETERM5 javadoc (and is repeated in the respective CODETERM6 methods from the other classes): _The contents of the character array are copied; subsequent modification of the character array does not affect the newly created string._ So you'll end up having a possibly big memory copy operation after the fast filling of the array.	o	['Usability']					345	21
4386	309424	309424:94	I like how this works without adding more libraries to your project.	p	[u'Documentation']					70	10
1889	408820	408820:15	People used to invest lots of effort to get their AWT applications to work consistently across platforms - for instance, they may try to make calls into native code from Java.	n	['Others']					177	92
2554	7358775	7358775:243	I have put it onto sourceforge, but didnt find the time to document it much.	p	['Others']					78	71
4070	354837	354837:58	This can be done automatically using a filter, for example.	o	['Usability']		explain suggestion			61	26
1651	3451935	3451935:37	@Thimmayya: Then don't use NoSQL -- it's too vague to have any meaning.	o	['Others']					75	101
2022	20639844	20639844:25	If I go down OAuth2 route I have to register my app with one of the OAuth2 providers e.g.	o	['Others']					91	89
4478	309424	309424:186	This should work:String read null; StringBuffer sb new StringBuffer();while((read br.readLine()) != null) { sb.append(read);}.	p	[u'Security']					128	4
2626	26458	26458:62	The WindowBuilder items are under General Purpose Tools (or use the filter) Older versions and zips are available at URL_http://www.eclipse.org/windowbuilder/download.php [ URL_http://www.eclipse.org/windowbuilder/download.php ] .	p	['Performance', 'Usability']					234	70
1749	3232842	3232842:27	 Cross-datastore persistence It's hosted here: URL_https://github.com/impetus-opensource/Kundera [ URL_https://github.com/impetus-opensource/Kundera ] .	o	['Others']					154	98
3555	309424	309424:50	If you do, gist it and I'll append your results to the answer.	o	['Usability']					64	43
3342	13498349	13498349:13	:).	o	['Usability']					5	49
1961	408820	408820:87	 swing works faster.	p	['Others']					22	91
1259	992019	992019:107	In this case, generate the salt with a cryptographic random number generator each time the password is changed.	o	['Others']					113	118
1069	1522143	1522143:26	historical ciphers?	o	['Others']					21	128
3679	309424	309424:174	use a StringBuilder.	o	['Usability']					22	40
4015	354837	354837:3	 Java Logging Commons Logging Log4j SLF4j Logback .	o	['Usability']					53	28
450	3125927	3125927:2	which java http client library is easy to use for programmatically doing posts, setting cookies and maybe ajax?	o	['Documentation']					113	184
254	410890	410890:43	If they may return CODETERM1 you should really check the return value each time.	o	['Compatibility', 'Portability']					82	220
609	1359689	1359689:14	What does Microsoft have to do with it?	o	['Legal']					41	163
3206	1688099	1688099:9	 _I looked at Google's Gson as a potential JSON plugin.	o	['Usability']					57	53
40	2129375	2129375:14	The provided GUI is very useful to quickly test the scripts.	p	['Bug']					62	358
1082	1522143	1522143:39	URL_http://java.sun.com/j2se/1.5.0/docs/api/ [The-updated-docs] .	o	['Others']					67	128
558	5415111	5415111:44	Could have been.	o	['Documentation']					18	168
3380	5536458	5536458:33	@Joachim The libraries work with text output (that is what _rayman_ needs if I understand it correct).	o	['Usability']					104	48
1977	6457003	6457003:7	Do you need to use any phisical device during authentication.	o	['Others']					63	90
1036	326390	326390:184	2) Use of available() to guess at file size (and assume it's constant).	n	['Others']					73	130
1933	408820	408820:59	 1.	o	['Others']	author	suggestion			5	91
504	1728020	1728020:48	Comet etc.	o	['Documentation']					12	175
2494	7358775	7358775:183	I would like to suggest another framework: Apache Pivot URL_http://pivot.apache.org/ [ URL_http://pivot.apache.org/ ] .	o	['Others']					121	73
3083	338586	338586:72	Gson fully populates all low level values by calling all set methods for all data found in the JSON.	o	['Security']					104	56
3825	5620985	5620985:41	It's a pity they support only mssql, oracle and sql99.	n	['Usability']					56	35
2245	333690	333690:78	Note that in addition to the firstSteps and firstResource pages supposed to get you started quickly, there is a more detailled Tutorial that will walk you through the various concepts of REST and Restlet: URL_http://www.restlet.org/documentation/1.1/tutorial .	p	['Others']					262	80
3892	660609	660609:38	btw, anltr is under BSD.	o	['Usability']					26	33
2878	483379	483379:55	People posting answers shouldn't assume you took any steps you didn't mention.	o	['Performance']		clarification			80	62
4463	309424	309424:171	Note this method is particularly convenient if, instead of an you have a 	o	[u'Performance']					75	5
3602	309424	309424:97	The example uses the UTF-8 encoding that allows expression of the full unicode range (Including Chinese).	o	['Usability']					107	42
3876	660609	660609:22	Perhaps the old grammars don't run on the new version.	o	['Usability']		explain			56	33
4075	354837	354837:63	The URL_http://commons.apache.org/logging/ [Commons-Logging-overview] gives the reason for its existence: logging from library code, when you have no control over the underlying logging framework.	o	['Usability']					198	26
3718	309424	309424:213	CODESNIPPET_JAVA1 .	o	['Usability']					21	38
887	326390	326390:35	It's a beautiful idiom!.	p	['OnlySentiment']					26	141
4492	309424	309424:200	That's a good point alex!.	n	[u'Usability']					28	4
1263	992019	992019:111	I would suggest using AES-128.	p	['Others']					32	118
580	5415111	5415111:66	I would not generalize from that (certainly isn't representative), but it does factor into my decision of what to use in my scenario.	o	['Legal']					135	166
4017	354837	354837:5	Why the hell has Ceki created 3 logging frameworks!!!	o	['Usability']					55	28
2117	8938752	8938752:15	If that's all you're doing, why bother with servlets at all?	n	['Others']					62	85
